Order	Family	Genus	Species	Island_endemicity_Strict_definition	Island_endemicity_Classical_definition	Extinct_or_extant										
CHIROPTERA	PHYLLOSTOMIDAE	Erophylla	bombifrons	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PHYLLOSTOMIDAE	Erophylla	sezekorni	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	albifrons	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	cinereiceps	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	collaris	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	coronatus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	flavifrons	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	fulvus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	macaco	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	mongoz	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	rubriventer	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	rufifrons	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	rufus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Eulemur	sanfordi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CARNIVORA	EUPLERIDAE	Eupleres	goudotii	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CARNIVORA	EUPLERIDAE	Eupleres	major	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
EULIPOTYPHLA	TALPIDAE	Euroscaptor	mizura	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Exilisciurus	concinnus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CARNIVORA	EUPLERIDAE	Fossa	fossana	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CARNIVORA	EUPLERIDAE	Galidia	elegans	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CARNIVORA	EUPLERIDAE	Galidictis	fasciata	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CARNIVORA	EUPLERIDAE	Galidictis	grandidieri	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	CAPROMYIDAE	Geocapromys	brownii	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	CAPROMYIDAE	Geocapromys	columbianus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	CAPROMYIDAE	Geocapromys	ingrahami	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	CAPROMYIDAE	Geocapromys	SpA	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	CAPROMYIDAE	Geocapromys	thoracatus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
AFROSORICIDA	TENRECIDAE	Geogale	aurita	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	GLIRIDAE	Glirulus	japonicus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Gymnuromys	roberti	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	ARCHAEOLEMURIDAE	Hadropithecus	stenognathus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	MURIDAE	Haeromys	minahassae	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Hapalemur	alaotrensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Hapalemur	aureus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Hapalemur	griseus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Hapalemur	meridionalis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Hapalemur	occidentalis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Haplonycteris	fischeri	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Harpyionycteris	celebensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Harpyionycteris	whiteheadi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
AFROSORICIDA	TENRECIDAE	Hemicentetes	nigriceps	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
AFROSORICIDA	TENRECIDAE	Hemicentetes	semispinosus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Hesperoptenus	gaskelli	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	ECHIMYIDAE	Heteropsomys	insulans	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	CAPROMYIDAE	Hexolobodon	phenax	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	CAPROMYIDAE	HexolobodontinaeGen	SpA	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
CETARTIODACTYLA	HIPPOPOTAMIDAE	Hippopotamus	lemerlei	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
CETARTIODACTYLA	HIPPOPOTAMIDAE	Hippopotamus	madagascariensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	boeadii	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	breviceps	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	commersoni	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	coronatus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	crumeniferus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	demissus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	dinops	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	inexpectatus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	obscurus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	papua	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	pelingensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	pygmaeus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	sumbae	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	thomensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	HOMINIDAE	Homo	floresiensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	MURIDAE	Hydromys	neobritannicus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	HYLOBATIDAE	Hylobates	klossii	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Hylopetes	nigripes	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Hylopetes	sipora	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Hyosciurus	heinrichi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Hyosciurus	ileile	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Hypogeomys	antimena	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Hypogeomys	australis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	HYSTRICIDAE	Hystrix	pumila	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	INDRIIDAE	Indri	indri	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	PITHECIIDAE	Insulacebus	toussaintiana	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	SCIURIDAE	Iomys	sipora	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	CAPROMYIDAE	Isolobodon	montanus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
RODENTIA	CAPROMYIDAE	Isolobodon	portoricensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
CHIROPTERA	VESPERTILIONIDAE	Kerivoula	agnella	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Kerivoula	myrella	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Komodomys	rintjanus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Lariscus	obscurus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	degelidus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	insularis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	minor	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CHIROPTERA	VESPERTILIONIDAE	Lasiurus	pfeifferi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEMURIDAE	Lemur	catta	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Lenomys	meyeri	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Leopoldamys	siporanus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	aeeclis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	ahmansonorum	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	ankaranensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	betsileo	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	dorsalis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	edwardsi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	fleuretae	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	grewcockorum	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	hollandorum	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	hubbardorum	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	jamesorum	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	leucopus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	microdon	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	milanoii	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	mittermeieri	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	mustelinus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	otto	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	petteri	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	randrianasoloi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	ruficaudatus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	sahamalazensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	scottorum	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	seali	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	septentrionalis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	tymerlachsoni	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	LEPILEMURIDAE	Lepilemur	wrightae	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
LAGOMORPHA	LEPORIDAE	Lepus	brachyurus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
AFROSORICIDA	TENRECIDAE	Limnogale	mergulus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Limnomys	bryophilus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Limnomys	sibuanus	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	fuscata	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	hecki	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	maura	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	nigra	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	nigrescens	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	ochreata	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	pagensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	siberu	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Macaca	tonkeana	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
CARNIVORA	VIVERRIDAE	Macrogalidia	musschenbroekii	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Macrotarsomys	bastardi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Macrotarsomys	ingens	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	NESOMYIDAE	Macrotarsomys	petteri	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Malpaisomys	insularis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
PROBOSCIDEA	ELEPHANTIDAE	Mammuthus	columbi	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extinct										
PHOLIDOTA	MANIDAE	Manis	culionensis	Endemic_to_strictly_defined_islands	Endemic_to_classically_defined_islands	Extant										
